"Jurisdiction","Precinct","Race","Candidate","Votes"
"Lander","Argenta 04","Governor","VanDerBeek, David Lory","22"
"Lander","Argenta 05","Governor","Goodman, Robert ""Bob""","26"
"Lander","Argenta 05","Governor","None Of These Candidates","11"
"Lander","Argenta 05","Governor","Sandoval, Brian","313"
"Lander","Argenta 05","Governor","VanDerBeek, David Lory","16"
"Lander","Austin 07","Governor","Goodman, Robert ""Bob""","4"
"Lander","Austin 07","Governor","None Of These Candidates","1"
"Lander","Austin 07","Governor","Sandoval, Brian","61"
"Lander","Austin 07","Governor","VanDerBeek, David Lory","9"
"Lander","Gillman Springs Ranch 08","Governor","Goodman, Robert ""Bob""","4"
"Lander","Gillman Springs Ranch 08","Governor","None Of These Candidates","0"
"Lander","Gillman Springs Ranch 08","Governor","Sandoval, Brian","9"
"Lander","Gillman Springs Ranch 08","Governor","VanDerBeek, David Lory","0"
"Lander","Kingston 09","Governor","Goodman, Robert ""Bob""","10"
"Lander","Kingston 09","Governor","None Of These Candidates","5"
"Lander","Kingston 09","Governor","Sandoval, Brian","55"
"Lander","Kingston 09","Governor","VanDerBeek, David Lory","3"
"Lander","Southern Lander County 06","Governor","Goodman, Robert ""Bob""","2"
"Lander","Southern Lander County 06","Governor","None Of These Candidates","0"
"Lander","Southern Lander County 06","Governor","Sandoval, Brian","69"
"Lander","Southern Lander County 06","Governor","VanDerBeek, David Lory","0"
"Lincoln","1 - ALAMO","Governor","Goodman, Robert ""Bob""","28"
"Lincoln","1 - ALAMO","Governor","None Of These Candidates","5"
"Lincoln","1 - ALAMO","Governor","Sandoval, Brian","349"
"Lincoln","1 - ALAMO","Governor","VanDerBeek, David Lory","14"
"Lincoln","2 - CALIENTE","Governor","Goodman, Robert ""Bob""","61"
"Lincoln","2 - CALIENTE","Governor","None Of These Candidates","16"
"Lincoln","2 - CALIENTE","Governor","Sandoval, Brian","319"
"Lincoln","2 - CALIENTE","Governor","VanDerBeek, David Lory","33"
"Lincoln","3 - PANACA","Governor","Goodman, Robert ""Bob""","16"
"Lincoln","3 - PANACA","Governor","None Of These Candidates","13"
"Lincoln","3 - PANACA","Governor","Sandoval, Brian","290"
"Lincoln","3 - PANACA","Governor","VanDerBeek, David Lory","16"
"Lincoln","4 - PIOCHE","Governor","Goodman, Robert ""Bob""","39"
"Lincoln","4 - PIOCHE","Governor","None Of These Candidates","21"
"Lincoln","4 - PIOCHE","Governor","Sandoval, Brian","349"
"Lincoln","4 - PIOCHE","Governor","VanDerBeek, David Lory","20"
"Lincoln","5 - RACHEL","Governor","Goodman, Robert ""Bob""","2"
"Lincoln","5 - RACHEL","Governor","None Of These Candidates","1"
"Lincoln","5 - RACHEL","Governor","Sandoval, Brian","16"
"Lincoln","5 - RACHEL","Governor","VanDerBeek, David Lory","1"
"Lyon","E Mason Valley 1","Governor","Goodman, Robert ""Bob""","39"
"Lyon","E Mason Valley 1","Governor","None Of These Candidates","6"
"Lyon","E Mason Valley 1","Governor","Sandoval, Brian","339"
"Lyon","E Mason Valley 1","Governor","VanDerBeek, David Lory","20"
"Lyon","E Mason Valley 2","Governor","Goodman, Robert ""Bob""","31"
"Lyon","E Mason Valley 2","Governor","None Of These Candidates","8"
"Lyon","E Mason Valley 2","Governor","Sandoval, Brian","439"
"Lyon","E Mason Valley 2","Governor","VanDerBeek, David Lory","13"
"Lyon","Fernley 1","Governor","Goodman, Robert ""Bob""","77"
"Lyon","Fernley 1","Governor","None Of These Candidates","11"
"Lyon","Fernley 1","Governor","Sandoval, Brian","409"
"Lyon","Fernley 1","Governor","VanDerBeek, David Lory","19"
"Lyon","Fernley 10","Governor","Goodman, Robert ""Bob""","9"
"Lyon","Fernley 10","Governor","None Of These Candidates","6"
"Lyon","Fernley 10","Governor","Sandoval, Brian","146"
"Lyon","Fernley 10","Governor","VanDerBeek, David Lory","8"
"Lyon","Fernley 11","Governor","Goodman, Robert ""Bob""","43"
"Lyon","Fernley 11","Governor","None Of These Candidates","6"
"Lyon","Fernley 11","Governor","Sandoval, Brian","234"
"Lyon","Fernley 11","Governor","VanDerBeek, David Lory","15"
"Lyon","Fernley 12","Governor","Goodman, Robert ""Bob""","49"
"Lyon","Fernley 12","Governor","None Of These Candidates","8"
"Lyon","Fernley 12","Governor","Sandoval, Brian","337"
"Lyon","Fernley 12","Governor","VanDerBeek, David Lory","13"
"Lyon","Fernley 13","Governor","Goodman, Robert ""Bob""","72"
"Lyon","Fernley 13","Governor","None Of These Candidates","11"
"Lyon","Fernley 13","Governor","Sandoval, Brian","502"
"Lyon","Fernley 13","Governor","VanDerBeek, David Lory","16"
"Lyon","Fernley 14","Governor","Goodman, Robert ""Bob""","40"
"Lyon","Fernley 14","Governor","None Of These Candidates","9"
"Lyon","Fernley 14","Governor","Sandoval, Brian","264"
"Lyon","Fernley 14","Governor","VanDerBeek, David Lory","18"
"Lyon","Fernley 2","Governor","Goodman, Robert ""Bob""","17"
"Lyon","Fernley 2","Governor","None Of These Candidates","7"
"Lyon","Fernley 2","Governor","Sandoval, Brian","211"
"Lyon","Fernley 2","Governor","VanDerBeek, David Lory","5"
"Lyon","Fernley 3","Governor","Goodman, Robert ""Bob""","18"
"Lyon","Fernley 3","Governor","None Of These Candidates","4"
"Lyon","Fernley 3","Governor","Sandoval, Brian","140"
"Lyon","Fernley 3","Governor","VanDerBeek, David Lory","6"
"Lyon","Fernley 4","Governor","Goodman, Robert ""Bob""","46"
"Lyon","Fernley 4","Governor","None Of These Candidates","13"
"Lyon","Fernley 4","Governor","Sandoval, Brian","259"
"Lyon","Fernley 4","Governor","VanDerBeek, David Lory","12"
"Lyon","Fernley 5","Governor","Goodman, Robert ""Bob""","22"
"Lyon","Fernley 5","Governor","None Of These Candidates","7"
"Lyon","Fernley 5","Governor","Sandoval, Brian","238"
"Lyon","Fernley 5","Governor","VanDerBeek, David Lory","11"
"Lyon","Fernley 6","Governor","Goodman, Robert ""Bob""","56"
"Lyon","Fernley 6","Governor","None Of These Candidates","5"
"Lyon","Fernley 6","Governor","Sandoval, Brian","260"
"Lyon","Fernley 6","Governor","VanDerBeek, David Lory","15"
"Lyon","Fernley 7","Governor","Goodman, Robert ""Bob""","64"
"Lyon","Fernley 7","Governor","None Of These Candidates","11"
"Lyon","Fernley 7","Governor","Sandoval, Brian","346"
"Lyon","Fernley 7","Governor","VanDerBeek, David Lory","15"
"Lyon","Fernley 8","Governor","Goodman, Robert ""Bob""","9"
"Lyon","Fernley 8","Governor","None Of These Candidates","3"
"Lyon","Fernley 8","Governor","Sandoval, Brian","150"
"Lyon","Fernley 8","Governor","VanDerBeek, David Lory","3"
"Lyon","Fernley 9","Governor","Goodman, Robert ""Bob""","13"
"Lyon","Fernley 9","Governor","None Of These Candidates","5"
"Lyon","Fernley 9","Governor","Sandoval, Brian","93"
"Lyon","Fernley 9","Governor","VanDerBeek, David Lory","5"
"Lyon","Mound House 1","Governor","Goodman, Robert ""Bob""","16"
"Lyon","Mound House 1","Governor","None Of These Candidates","8"
"Lyon","Mound House 1","Governor","Sandoval, Brian","141"
"Lyon","Mound House 1","Governor","VanDerBeek, David Lory","11"
"Lyon","Mound House 2","Governor","Goodman, Robert ""Bob""","29"
"Lyon","Mound House 2","Governor","None Of These Candidates","3"
"Lyon","Mound House 2","Governor","Sandoval, Brian","172"
"Lyon","Mound House 2","Governor","VanDerBeek, David Lory","9"
"Lyon","North Dayton 1","Governor","Goodman, Robert ""Bob""","49"
"Lyon","North Dayton 1","Governor","None Of These Candidates","17"
"Lyon","North Dayton 1","Governor","Sandoval, Brian","454"
"Lyon","North Dayton 1","Governor","VanDerBeek, David Lory","21"
"Lyon","North Dayton 2","Governor","Goodman, Robert ""Bob""","73"
"Lyon","North Dayton 2","Governor","None Of These Candidates","16"
"Lyon","North Dayton 2","Governor","Sandoval, Brian","513"
"Lyon","North Dayton 2","Governor","VanDerBeek, David Lory","31"
"Lyon","North Dayton 3","Governor","Goodman, Robert ""Bob""","65"
"Lyon","North Dayton 3","Governor","None Of These Candidates","11"
"Lyon","North Dayton 3","Governor","Sandoval, Brian","310"
"Lyon","North Dayton 3","Governor","VanDerBeek, David Lory","25"
"Lyon","North Dayton 4","Governor","Goodman, Robert ""Bob""","66"
"Lyon","North Dayton 4","Governor","None Of These Candidates","18"
"Lyon","North Dayton 4","Governor","Sandoval, Brian","341"
"Lyon","North Dayton 4","Governor","VanDerBeek, David Lory","18"
"Lyon","North Dayton 5","Governor","Goodman, Robert ""Bob""","47"
"Lyon","North Dayton 5","Governor","None Of These Candidates","12"
"Lyon","North Dayton 5","Governor","Sandoval, Brian","345"
"Lyon","North Dayton 5","Governor","VanDerBeek, David Lory","13"
"Lyon","Silver City","Governor","Goodman, Robert ""Bob""","42"
"Lyon","Silver City","Governor","None Of These Candidates","7"
"Lyon","Silver City","Governor","Sandoval, Brian","56"
"Lyon","Silver City","Governor","VanDerBeek, David Lory","7"
"Lyon","Silver Springs 1","Governor","Goodman, Robert ""Bob""","52"
"Lyon","Silver Springs 1","Governor","None Of These Candidates","13"
"Lyon","Silver Springs 1","Governor","Sandoval, Brian","290"
"Lyon","Silver Springs 1","Governor","VanDerBeek, David Lory","35"
"Lyon","Silver Springs 2","Governor","Goodman, Robert ""Bob""","32"
"Lyon","Silver Springs 2","Governor","None Of These Candidates","4"
"Lyon","Silver Springs 2","Governor","Sandoval, Brian","199"
"Lyon","Silver Springs 2","Governor","VanDerBeek, David Lory","10"
"Lyon","Silver Springs 3","Governor","Goodman, Robert ""Bob""","53"
"Lyon","Silver Springs 3","Governor","None Of These Candidates","10"
"Lyon","Silver Springs 3","Governor","Sandoval, Brian","303"
"Lyon","Silver Springs 3","Governor","VanDerBeek, David Lory","16"
"Lyon","Silver Springs 4","Governor","Goodman, Robert ""Bob""","30"
"Lyon","Silver Springs 4","Governor","None Of These Candidates","3"
"Lyon","Silver Springs 4","Governor","Sandoval, Brian","209"
"Lyon","Silver Springs 4","Governor","VanDerBeek, David Lory","13"
"Lyon","Smith Valley 1","Governor","Goodman, Robert ""Bob""","34"
"Lyon","Smith Valley 1","Governor","None Of These Candidates","19"
"Lyon","Smith Valley 1","Governor","Sandoval, Brian","580"
"Lyon","Smith Valley 1","Governor","VanDerBeek, David Lory","17"
"Lyon","Smith Valley 2","Governor","Goodman, Robert ""Bob""","8"
"Lyon","Smith Valley 2","Governor","None Of These Candidates","8"
"Lyon","Smith Valley 2","Governor","Sandoval, Brian","222"
"Lyon","Smith Valley 2","Governor","VanDerBeek, David Lory","8"
"Lyon","South Dayton 1","Governor","Goodman, Robert ""Bob""","53"
"Lyon","South Dayton 1","Governor","None Of These Candidates","4"
"Lyon","South Dayton 1","Governor","Sandoval, Brian","382"
"Lyon","South Dayton 1","Governor","VanDerBeek, David Lory","10"
"Lyon","South Dayton 2","Governor","Goodman, Robert ""Bob""","23"
"Lyon","South Dayton 2","Governor","None Of These Candidates","3"
"Lyon","South Dayton 2","Governor","Sandoval, Brian","112"
"Lyon","South Dayton 2","Governor","VanDerBeek, David Lory","6"
"Lyon","South Dayton 3","Governor","Goodman, Robert ""Bob""","62"
"Lyon","South Dayton 3","Governor","None Of These Candidates","13"
"Lyon","South Dayton 3","Governor","Sandoval, Brian","485"
"Lyon","South Dayton 3","Governor","VanDerBeek, David Lory","24"
"Lyon","South Dayton 4","Governor","Goodman, Robert ""Bob""","36"
"Lyon","South Dayton 4","Governor","None Of These Candidates","5"
"Lyon","South Dayton 4","Governor","Sandoval, Brian","212"
"Lyon","South Dayton 4","Governor","VanDerBeek, David Lory","13"
"Lyon","Spragg-Plummer","Governor","Goodman, Robert ""Bob""","79"
"Lyon","Spragg-Plummer","Governor","None Of These Candidates","18"
"Lyon","Spragg-Plummer","Governor","Sandoval, Brian","699"
"Lyon","Spragg-Plummer","Governor","VanDerBeek, David Lory","13"
"Lyon","Stagecoach 1","Governor","Goodman, Robert ""Bob""","74"
"Lyon","Stagecoach 1","Governor","None Of These Candidates","18"
"Lyon","Stagecoach 1","Governor","Sandoval, Brian","456"
"Lyon","Stagecoach 1","Governor","VanDerBeek, David Lory","24"
"Lyon","Stagecoach 2","Governor","Goodman, Robert ""Bob""","22"
"Lyon","Stagecoach 2","Governor","None Of These Candidates","4"
"Lyon","Stagecoach 2","Governor","Sandoval, Brian","157"
"Lyon","Stagecoach 2","Governor","VanDerBeek, David Lory","1"
"Lyon","W Mason Valley 1","Governor","Goodman, Robert ""Bob""","63"
"Lyon","W Mason Valley 1","Governor","None Of These Candidates","3"
"Lyon","W Mason Valley 1","Governor","Sandoval, Brian","407"
"Lyon","W Mason Valley 1","Governor","VanDerBeek, David Lory","10"
"Lyon","W Mason Valley 2","Governor","Goodman, Robert ""Bob""","24"
"Lyon","W Mason Valley 2","Governor","None Of These Candidates","3"
"Lyon","W Mason Valley 2","Governor","Sandoval, Brian","218"
"Lyon","W Mason Valley 2","Governor","VanDerBeek, David Lory","8"
"Lyon","W Mason Valley 3","Governor","Goodman, Robert ""Bob""","6"
"Lyon","W Mason Valley 3","Governor","None Of These Candidates","0"
"Lyon","W Mason Valley 3","Governor","Sandoval, Brian","29"
"Lyon","W Mason Valley 3","Governor","VanDerBeek, David Lory","2"
"Mineral","PRECINCT 1","Governor","Goodman, Robert ""Bob""","20"
"Mineral","PRECINCT 1","Governor","None Of These Candidates","5"
"Mineral","PRECINCT 1","Governor","Sandoval, Brian","187"
"Mineral","PRECINCT 1","Governor","VanDerBeek, David Lory","6"
"Mineral","PRECINCT 10","Governor","Goodman, Robert ""Bob""","*"
"Mineral","PRECINCT 10","Governor","None Of These Candidates","*"
"Mineral","PRECINCT 10","Governor","Sandoval, Brian","*"
"Mineral","PRECINCT 10","Governor","VanDerBeek, David Lory","*"
"Mineral","PRECINCT 11","Governor","Goodman, Robert ""Bob""","47"
"Mineral","PRECINCT 11","Governor","None Of These Candidates","0"
"Mineral","PRECINCT 11","Governor","Sandoval, Brian","95"
"Mineral","PRECINCT 11","Governor","VanDerBeek, David Lory","8"
"Mineral","PRECINCT 12","Governor","Goodman, Robert ""Bob""","11"
"Mineral","PRECINCT 12","Governor","None Of These Candidates","3"
"Mineral","PRECINCT 12","Governor","Sandoval, Brian","107"
"Mineral","PRECINCT 12","Governor","VanDerBeek, David Lory","5"
"Mineral","PRECINCT 2","Governor","Goodman, Robert ""Bob""","29"
"Mineral","PRECINCT 2","Governor","None Of These Candidates","11"
"Mineral","PRECINCT 2","Governor","Sandoval, Brian","170"
"Mineral","PRECINCT 2","Governor","VanDerBeek, David Lory","2"
"Mineral","PRECINCT 3","Governor","Goodman, Robert ""Bob""","14"
"Mineral","PRECINCT 3","Governor","None Of These Candidates","6"
"Mineral","PRECINCT 3","Governor","Sandoval, Brian","104"
"Mineral","PRECINCT 3","Governor","VanDerBeek, David Lory","3"
"Mineral","PRECINCT 4","Governor","Goodman, Robert ""Bob""","16"
"Mineral","PRECINCT 4","Governor","None Of These Candidates","6"
"Mineral","PRECINCT 4","Governor","Sandoval, Brian","76"
"Mineral","PRECINCT 4","Governor","VanDerBeek, David Lory","9"
"Mineral","PRECINCT 5","Governor","Goodman, Robert ""Bob""","23"
"Mineral","PRECINCT 5","Governor","None Of These Candidates","4"
"Mineral","PRECINCT 5","Governor","Sandoval, Brian","110"
"Mineral","PRECINCT 5","Governor","VanDerBeek, David Lory","2"
"Mineral","PRECINCT 6","Governor","Goodman, Robert ""Bob""","32"
"Mineral","PRECINCT 6","Governor","None Of These Candidates","7"
"Mineral","PRECINCT 6","Governor","Sandoval, Brian","126"
"Mineral","PRECINCT 6","Governor","VanDerBeek, David Lory","4"
"Mineral","PRECINCT 7","Governor","Goodman, Robert ""Bob""","11"
"Mineral","PRECINCT 7","Governor","None Of These Candidates","1"
"Mineral","PRECINCT 7","Governor","Sandoval, Brian","35"
"Mineral","PRECINCT 7","Governor","VanDerBeek, David Lory","3"
"Mineral","PRECINCT 8","Governor","Goodman, Robert ""Bob""","3"
"Mineral","PRECINCT 8","Governor","None Of These Candidates","1"
"Mineral","PRECINCT 8","Governor","Sandoval, Brian","15"
"Mineral","PRECINCT 8","Governor","VanDerBeek, David Lory","0"
"Mineral","PRECINCT 9","Governor","Goodman, Robert ""Bob""","4"
"Mineral","PRECINCT 9","Governor","None Of These Candidates","4"
"Mineral","PRECINCT 9","Governor","Sandoval, Brian","76"
"Mineral","PRECINCT 9","Governor","VanDerBeek, David Lory","4"
"Nye","AMARGOSA VLY 06","Governor","Goodman, Robert ""Bob""","45"
"Nye","AMARGOSA VLY 06","Governor","None Of These Candidates","2"
"Nye","AMARGOSA VLY 06","Governor","Sandoval, Brian","174"
"Nye","AMARGOSA VLY 06","Governor","VanDerBeek, David Lory","22"
"Nye","BEATTY 01","Governor","Goodman, Robert ""Bob""","39"
"Nye","BEATTY 01","Governor","None Of These Candidates","8"
"Nye","BEATTY 01","Governor","Sandoval, Brian","172"
"Nye","BEATTY 01","Governor","VanDerBeek, David Lory","19"
"Nye","CURRANT 02","Governor","Goodman, Robert ""Bob""","1"
"Nye","CURRANT 02","Governor","None Of These Candidates","1"
"Nye","CURRANT 02","Governor","Sandoval, Brian","29"
"Nye","CURRANT 02","Governor","VanDerBeek, David Lory","2"
"Nye","DUCKWATER 03","Governor","Goodman, Robert ""Bob""","20"
"Nye","DUCKWATER 03","Governor","None Of These Candidates","0"
"Nye","DUCKWATER 03","Governor","Sandoval, Brian","11"
"Nye","DUCKWATER 03","Governor","VanDerBeek, David Lory","1"
"Nye","FORTY BAR 18","Governor","Goodman, Robert ""Bob""","19"
"Nye","FORTY BAR 18","Governor","None Of These Candidates","0"
"Nye","FORTY BAR 18","Governor","Sandoval, Brian","21"
"Nye","FORTY BAR 18","Governor","VanDerBeek, David Lory","2"
"Nye","GABBS 04","Governor","Goodman, Robert ""Bob""","9"
"Nye","GABBS 04","Governor","None Of These Candidates","3"
"Nye","GABBS 04","Governor","Sandoval, Brian","64"
"Nye","GABBS 04","Governor","VanDerBeek, David Lory","6"
"Nye","IONE 05","Governor","Goodman, Robert ""Bob""","*"
"Nye","IONE 05","Governor","None Of These Candidates","*"
"Nye","IONE 05","Governor","Sandoval, Brian","*"
"Nye","IONE 05","Governor","VanDerBeek, David Lory","*"
"Nye","MANHATTAN 07","Governor","Goodman, Robert ""Bob""","4"
"Nye","MANHATTAN 07","Governor","None Of These Candidates","0"
